Company;Position;Rate;ApplicationDate;Status;StausDate;Note;Link;;;
Innova Solutions, Inc.; Software Developer 5; 80-90/hr; 4/29/26;Open; 4/29/26;; https://www.dice.com/job-detail/f1b2d383-6e4d-4735-8f3c-bd01574e688b?utm_source=job_alerts&utm_medium=email&utm_content=intellisearch&utm_campaign=10016128&%243p=e_iterable&_branch_match_id=1570481846204862811&_branch_referrer=H4sIAAAAAAAAAzWMSWrEMBBFT6PeeZLcbhMwIST0NYSGsl2JJkoy3uXsURsCtfj%2FPervpaT81nUWDbQqpdZh%2BOlEemd8FGkBiQVIaQe3CiLhhkE5eZBb9tcnEx%2BMP%2Bud59leGyb6Wr%2BjbiwUha6WddDcilk0E4y2GR%2Fi3syrMI22%2FXB%2FjDDNs2bieRQvczzIABNfdUAqB1Qy49PLeLB4%2BGrAX6sXNDEUCKVSrME5zKDI7P9W%2BaRwC1UPfT9MA59vvwQrEGHYpKZ4ZqDlc6fo4Q9L5x4vCQEAAA%3D%3D;;;
HSi; Full Stack Software Developer - Backend-focused; ; 4/29/26; Rejected; 5/4/2026;; https://www.linkedin.com/jobs/view/4407533889/?trackingId=hbvDTdUupPZzeMpoYVbjcA%3D%3D&refId=eHga7vE5FfgVbsy0%2F3U7Sw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1kGxnrSs5E2cg1&trk=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION_2-0-job_card_0_jobid_4407533889_sectionid_293002_fmid_mw6pip~mok11jdx~gd&trkEmail=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION_2-0-job_card_0_jobid_4407533889_sectionid_293002_fmid_mw6pip~mok11jdx~gd-null-mw6pip~mok11jdx~gd-null-null&eid=mw6pip-mok11jdx-gd&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUwYjA4OWNiZDQ0NzkxYTY4YzZmN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlY2JlZjcwZmFmZDdhYjJkMzRhZTJjZmI3ZTg0YzcyNWM0NDcwM2Y3MjE1MDI5MzcsMSwx;;; Rejection Email received
Paladin Enviro Tech, LLC; ERP Solutions Analyst; 120-150k; 4/29/26; Rejected; 5/22/2026;; https://www.indeed.com/viewjob?jk=24ef2531b14da7ed&tk=1jnbudfa7jkgu801&from=jobi2a&advn=7908471939211620&adid=461132517&ad=-6NYlbfkN0DWfc0wqapSxZCTu6OiIgZM7AKCjTNNH6hb1dPorjpVXZE_p0c467B_z_E2_lszEllYMpBwlmtoG4oL26-2BOif8OeXzZG7GsQct9ab1sJSezQ-vKuryVN3DLP8_4KR43ZMbBo49VawUAh66DipCruJ9M8cltKg5uAkggeU8Cm0kSNlxoZQDq_m6PUpXfCuHaofvjTmtU5zveVU9c5DqdpaLjNPkrKeFoBMS48ifaPTnlnc8TtzWgu5eXhHfA3VqV0xt_Q-gzmlDpUMuTLJnuAQR1qJ6RlZOI6djiWzVi-zNyrcIzFqGbp6mbGVoM0hNiiZ1UhxJGmGoq_s9MXoZzk8CBlvaHHHbnyVgjnB_Mrlj-A25Zf26h5IHvb-u30oV1S57kpcto-_8cw5_0vnXtROevK3T3z4KJq2ArK_kDbHgObnewud6x-FaQJYWmbEEFeGXEvfTfbcByQkcIBFBPA7r6CY8Lcqy4FxOYC5BS12vDEZ2RjyVtJvj944mc7E2Wzh9kmMucZ7DBNHvlFVCHiJ4KhH6Ri9hS8qCgn7Ib7Rug3r5UPX0AJgZx2zbODWjZNx_1cLh5UcZz4O1nx71GDLfyADEnq_RRIxnspSRGRMY3BeBHl8ZRxH&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=C3EPSzFlQw-OhUna1RDGgg%3D%3D&jrtk=5-cmh1-1-1jnbudea4ksm5801-24ef2531b14da7ed&xkcb=SoAK6_M3kr06K3a47Z0DbzkdCdPP&xpse=SoB96_I3ksyu6zy4jJ0ObzkdCdPP&xfps=075100f7-e8da-418d-9f52-b39e85e5d5f9;;;
RLDatix; Software Engineer III; 115k; 4/29/26;Open; 4/29/26;; https://jobright.ai/jobs/info/69f1738decbc8c2f73205b70?utm_source=1121&imp_id=3673496432511879909__instant_push__1777432471500_4286&utm_medium=email;;;
AgreeYa Solutions; .Net Fullstack Developer; ; 4/29/26;Open; 4/29/26;; https://www.dice.com/job-detail/88933708-1841-4e74-89c0-0977e07bb509;;;
RisingSun Technologies; .NET Tech Lead; 55/hr; 4/29/26;Open; 4/29/26;; https://www.dice.com/job-detail/8c6c1852-1504-4951-b735-ee3976fd97f6;;;
Edi Matrix LLC; Application Architect (C#/.NET); ; 4/29/26;Open; 4/29/26;; https://www.dice.com/job-detail/a7d69432-b0fc-4940-a49b-99ed0c606191;;;
Apetan Consulting; Full Stack Application Developer (.NET)/Remote; ; 4/29/26;Open; 4/29/26;; https://www.dice.com/job-detail/1062ebce-49d7-46f8-8743-5dcf56391822;;;
Edify Technologies, Inc,; Software Developer (.NET); 40-45/hr; 4/19/26;Open; 4/19/26;; https://www.dice.com/job-detail/cc999d73-e71c-471c-ae9d-2f55a96208b1;;;
Growe; Senior .Net Developer; ; 4/29/26;Open; 4/29/26;; https://jobright.ai/jobs/info/69f1f9968d8d624381a9ea29?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1777479777802_4233&utm_medium=email;;;
IT Associates; Senior .NET FullStack Developer; ; 4/29/26;Open; 4/29/26;; https://jobright.ai/jobs/info/69f13b048d8d624381a9b201?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1777479777802_4233&utm_medium=email;;;
Sovos; Senior Software Engineer (.NET); ; 4/29/26;Open; 4/29/26;; https://jobright.ai/jobs/info/69f1296bb27fee43e8cd778e?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1777479777802_4233&utm_medium=email;;;
Lyric; Senior Software Engineer; ; 4/29/26;Open; 4/29/26;; https://www.glassdoor.com/job-listing/senior-software-engineer-lyric-JV_KO0,24_KE25,30.htm?jl=1010116574011&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos8-agept-1010116574011&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jncsimrqgqqd800-138d5738bd78af3a&cs=1_c4234c63&s=224&t=JA&pos=108&ja=378462087&guid=0000019dd99d39fcb5e39bb390efc1c8&jobListingId=1010116574011&vt=e&cb=1777475345579&ctt=1777482891946&srs=EMAIL_JOB_ALERT&gdir=1;;;
Prime Team Partners; Senior Software Engineer; 120-140k; 4/29/26;Open; 4/29/26;; https://www.linkedin.com/jobs/view/4407493259/?trackingId=Qxkg2svvJHNlZbyqfj4%2Fqw%3D%3D&refId=vwNFffxHn%2B2%2FgLgT3mf%2BTw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1MD1ezMNiI2sg1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4407493259_ssid_15257593108_fmid_mw6pip~mokcltjt~vy&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4407493259_ssid_15257593108_fmid_mw6pip~mokcltjt~vy-null-mw6pip~mokcltjt~vy-null-null&eid=mw6pip-mokcltjt-vy&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUwYjA4N2NhZDg0OTlmYWE4ZjZmN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjNWY5ZTY1Mjg4ZjI4MjNiMjNhYzA4ZWI0YTNkMGFkNTg3ZGQ2ZTA0OTNkOGVjMzAsMSwx;;;
SHI International; Sr. Software Engineer; 130-180k; 4/2926;Open; 4/2926;; https://www.glassdoor.com/job-listing/sr-software-engineer-shi-international-JV_KO0,20_KE21,38.htm?jl=1010114646852&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos3-age1d-1010114646852&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jnav0fq42p45000-ae146d3ea8e6d143&cs=1_1e06ad77&s=224&t=JA&pos=103&ja=380629936&guid=0000019dd589eb3680704969b28e5af2&jobListingId=1010114646852&vt=e&cb=1777410785437&ctt=1777485282427&srs=EMAIL_JOB_ALERT&gdir=1;;;
Blu Omega; .Net Full Stack Developer; 120k; 4/29/26; Rejected; 5/22/2026;; https://jobright.ai/jobs/info/69f261daab4ec4779fff8c1c?utm_source=1121&imp_id=3673496432511879909__instant_push__1777492561785_7866&utm_medium=email;;;
Infinite Computer Solutions; Developer Lead; ; 4/29/26;Open; 4/29/26;; https://jobright.ai/jobs/info/69f23c758d8d624381a9fece?utm_source=1121&imp_id=3673496432511879909__instant_push__1777492561786_9346&utm_medium=email;;;
Pentasia; Senior Software Engineer; 150-250k; 5/4/26; Rejected; 5/22/2026;; https://www.linkedin.com/jobs/view/4402648805/?skipRedirect=true&trackingId=v2RtiS0ZVfV%2B61iKGlVEpw%3D%3D&refId=NZWkii0DHMmqP75gByAwLQ%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=10wAcqwgbc9sg1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4402648805_ssid_15257593108_fmid_mw6pip~morht3cv~1o&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4402648805_ssid_15257593108_fmid_mw6pip~morht3cv~1o-null-mw6pip~morht3cv~1o-null-null&eid=mw6pip-morht3cv-1o&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUwYmQ4ZWM4ZDg0OTlmYWQ4YzY4N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlYWJjZmQ0MmI4YzBhMjNmZjE5NDA3NTQ4MmQ4OWMzMTg3ZDFlN2IwZWY4MDY5OWUsMSwx;;;
Syms Strategic Group, LLC (SSG); Senior software Systems Engineer (.Net/C# Developer); ; 5/4/26; Closed; 5/4/2026;; https://jobright.ai/jobs/info/69f8af7fa3d34b4f76f5d6b3?utm_source=1121&imp_id=3673496432511879909__instant_push__1777915831250_1228&utm_medium=email;;; Rejection email received
Concorde Inc.; Mid Level .Net Developer; 100-130k; 5/4/26;Open; 5/4/26;; https://jobright.ai/jobs/info/69d55be6cfdc6132f946185b?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1777915513459_9143&utm_medium=email;;;
SourceDirect Talent; Senior Software Developer; 170-190k; 5/4/26;Open; 5/4/26;; https://jobright.ai/jobs/info/69f82630a3d34b4f76f5c961?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1777915513459_9143&utm_medium=email;;;
OneStream Software; Senior Software Engineer I; 138-172k; 5/4/26;Open; 5/4/26;; https://www.linkedin.com/jobs/view/4407286154/?skipRedirect=true&trackingId=pVGflGpD%2FaYkQxToFaK9sg%3D%3D&refId=Ax56gApYDVPfjuV9KZgv3A%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2_zbMR6Xjs9cg1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4407286154_ssid_14583149772_fmid_mw6pip~mor98gsd~n0&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_3_jobid_4407286154_ssid_14583149772_fmid_mw6pip~mor98gsd~n0-null-mw6pip~mor98gsd~n0-null-null&eid=mw6pip-mor98gsd-n0&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUwYmQ4ZmNjZDU0MDllYWM4YTY5N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThiOWNhODc1ZWY5ZWJhYTM1OGExNWFmNzQwNTRhNjM4NWFiMTk2MGUzNjI5ZTJkNGUsMSwx;;;
3BEEES Technologies Inc; Software Developer - C#/Visual Basic (W2 Requirement); ;5/4/26;Open;5/4/26;; https://www.dice.com/job-detail/8837b64a-bbd5-4f4e-93af-9602ccec4aa4?utm_source=job_alerts&utm_medium=email&utm_content=intellisearch&utm_campaign=10016128&%243p=e_iterable&_branch_match_id=1579909737170103754&_branch_referrer=H4sIAAAAAAAAAzWMS2rEMBBET6PZ%2BSvF8QRMCAlzDdGS23Yn%2BtGW8S5nj8YQ6EXVe3RtOaf9rWlmslhDSrWj8NPI9C56JdOEmjIyGIe3AiLTSgGcPthN2%2FNTyA%2FRP8qd51lfGzb6Ur%2BjqWbMQK6UcZSvZlBQGTO%2FVGpRWN0lLNV9aHtr0SoAJeTjyF7v8WCLQn6VAQ0OOe%2BiH57G40yHLwb9tXpBG0PGkAulEpyjHYHt9m%2FBJ6A1FN21bTd0%2FXj7ZVyQmcKqDcdzR54%2BN44e%2FwDCwnD0CQEAAA%3D%3D;;;
Tripster; Senior Software Developer; 75-115k; 5/4/26;Open; 5/4/26;; https://www.dice.com/job-detail/777757e5-750d-458b-a531-8c5baf4e58d1?utm_source=job_alerts&utm_medium=email&utm_content=intellisearch&utm_campaign=10016128&%243p=e_iterable&_branch_match_id=1579909737170103754&_branch_referrer=H4sIAAAAAAAAAzWM2WrEMAxFv8bzltXxJBRCKS3zG8aLJlHrDdkhb%2F32egIVetC9B529lJTfus6igVal1DoMPx1P72yceFpBYgFS2sGtFpFww6CcPMit%2B%2BuT8Q82Puqe59leDhN9jd9RNxaKQlfDXEfMIJpZ9LaZxKIbJfjQLEZo9ZxALHZg%2FHEUL3M8yADjX1UglQMqmY33F%2FFg8fCVgL%2BsV2liKBBKbbEezmEGRWb%2Fp8onhVuoeOj74T6My%2B2X4AlEGDapKZ4ZaP3cKXr4AwM6cqwJAQAA;;;
SAIC; Sr. Software Systems Engineer (C#/.NET Developer) (2612080); 80-120k; 5/4/26; Rejected; 6/8/26;; https://www.dice.com/job-detail/53170c20-f943-45a0-8987-1a809df62324;;; Rejection Received
Brain Bolt Consulting; .Net Developer; 40-50/hr; 5/4/26;Open; 5/4/26;; https://www.dice.com/job-detail/0779f964-94b2-44a5-9611-8c8e76058ac0;;;
Aretum; ASP.NET Services Engineer; ; 5/4/26;Open; 5/4/26;; https://www.indeed.com/viewjob?jk=c26d3af6b4ba2d07&tk=1jnilvprg22up000&from=serp&vjs=3;;;
Consolidated Solutions; Senior .NET Developer; 110-132k; 5/4/26;Open; 5/4/26;; https://www.indeed.com/viewjob?cmp=Consolidated-Solutions&t=Senior+.NET+Developer&jk=c5dec8047658ff67&q=c%23&xpse=SoBG67I3k0alqFSSmZ0LbzkdCdPP&xfps=eb36af66-be80-4e09-b0fd-1610492f686b&xkcb=SoCf67M3k0aqHtyww50HbzkdCdPP&vjs=3;;;
Turtle Rock Studios; Tools Engineer; 95-125k; 5/4/26; Rejected; 5/29/26;; https://www.indeed.com/viewjob?jk=f63b63e34b2d911d&tk=1jnk9alhgg7e5800&from=serp&vjs=3;;; Rejection Received
InnovaIT Global LLC; Full Stack C# Web Developer with Sitecore; 50-55/hr; 5/4/26;Open; 5/4/26;; https://www.indeed.com/viewjob?cmp=InnovaIT-Global-LLC&t=Full+Stack+Developer&jk=9e82011dc75cabea&q=c%23&xpse=SoBH67I3k0a8GJSCnJ0LbzkdCdPP&xfps=c7f5b85b-39f1-410d-9ada-4b4ec58313c2&xkcb=SoDL67M3k0albNySpR0DbzkdCdPP&vjs=3;;;
Crowe; Senior Software Engineer - Enterprise Integrations; ; 5/4/26; Rejected; 5/22/2026;; https://www.linkedin.com/jobs/view/4363771764/?skipRedirect=true&trackingId=ECKnwf477MZvXdLgRhvdxA%3D%3D&refId=gGjqpwpM%2F27HB%2Bx21qh1PA%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3PBqVm1WN49Ig1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4363771764_ssid_14999231100_fmid_mw6pip~morm3fec~84&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4363771764_ssid_14999231100_fmid_mw6pip~morm3fec~84-null-mw6pip~morm3fec~84-null-null&eid=mw6pip-morm3fec-84&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUwYmQ4ZGNhZDE0MTkwYWM4ODZlN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjZmQzZjc3NDllYzk5NDMyYjcyZmFmOGY5YmExZDZjNTUxY2RlMzZmOWQ2NTc0OGYsMSwx;;;
Mindbank Consulting Group; Mid-Level Full Stack Developer (.NET/React); 100-110k;5/4/26;Open;5/4/26;; https://www.dice.com/job-detail/3c6244ed-ef63-4c5a-bcf9-a896745a645c;;;
ICF Consulting Group, Inc.; Software Engineer (.Net) - (Remote - US) (R2601533); 81-138k; 5/4/26;Open; 5/4/26;; https://www.dice.com/job-detail/7825c8f6-100b-457d-922a-eb3e2f1349a3;;;
McKesson Corporation; Sr. Software Developer, Warehouse Management Systems; 122-204k; 5/4/26;Open; 5/4/26;; https://www.dice.com/job-detail/a9ba4fec-0f60-4747-894f-31508ae9cbff;;;
Therapy Brands Thrive, LLC; Associate SDET; ; 5/4/26; Rejected; 5/22/2026;; https://www.indeed.com/viewjob?jk=0e70a511828acefc&tk=1jnqcedpvglim800&from=serp&vjs=3;;;
Taskr; Software Engineer; ; 5/4/26;Open; 5/4/26;; https://www.linkedin.com/jobs/view/4407862232/?skipRedirect=true&trackingId=QgtZYGelSteJc1qYstVxrg%3D%3D&refId=nnWUNhrFTiu7dedpv%2Bu8YA%3D%3D&eBP=CwEAAAGd8J21JMo3cxWdGtZOTvAmUhpkuNybC-HxpI94MIdax50WXrud2MrXCswa5INHDoXp5f3sZOG2Fy3LzWpbgi4G5tzxC22anVW3mvw6Yoj8h8GfvzkC9rkldXFOAZTKDqz_ZmGgtgEl5JuFPeVWEcg19klYsyLWocJaZ-2lhpYLgEXpqMsx_0_thI9nixEQ21vnTTaXGiZYx3hcld8MgPcZ-MS1Xp5AkovHEyRqrc6qKNQ14CpDUcFe3OphcgGy0NS1ImNdJmKCjEHhTL6RuO3MFTc5oIgwQx52i4YniAre4weN8jETiebvMwY-Eol5uQOvcdOF4o_h-OM9N-_4MBywI5Cc9L_x-THrz1fRgATZ2GDYYNc3mHxmpCMCpmHxb0R3e1L35jsGaVwlJqBFVQyIMeO3x-OZdQzWkR6I&midToken=AQE_3XQkBAKpjA&midSig=2L4cVRfecQ9Yg1&trk=eml-jobs_jymbii_digest-job_card-0-jobcard_body_4407862232&trkEmail=eml-jobs_jymbii_digest-job_card-0-jobcard_body_4407862232-null-mw6pip~moruo2b1~v7-null-null&eid=mw6pip-moruo2b1-v7&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUwYmQ4Y2M2ZDQ0OTljYWU4YTYzN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlZmU1ZjQ2MmE1ZDQ5ZjMwZmE1YzJkNTJlYWY1NjNhNjNjZDMxNWE1Yzg5NzRlOGIsMSwx;;;
Easy Reader Inc; Junior Software Engineer; 60-70/hr; 5/4/26;Open; 5/4/26;; https://www.glassdoor.com/job-listing/junior-software-engineer-easy-reader-JV_KO0,24_KE25,36.htm?jl=1010121788389&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos11-age2d-1010121788389&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jnqo0sktkup4800-43ede25a709ef013&cs=1_00ea818b&s=224&t=JA&pos=111&ja=388890994&guid=0000019df51501ab9d04efb5f7f601fa&jobListingId=1010121788389&ea=1&vt=e&cb=1777940329421&ctt=1777941929959&srs=EMAIL_JOB_ALERT&gdir=1;;;
Alteryx; Software Engineer; 103-134k; 5/4/26; Rejected; 5/22/2026;; https://www.glassdoor.com/job-listing/software-engineer-alteryx-JV_KO0,17_KE18,25.htm?jl=1010117174963&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos5-age5d-1010117174963&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jnqer4dgjn2o800-369dcb8958d4a392&cs=1_b1008547&s=224&t=JA&pos=105&ja=380629936&guid=0000019df47063f2a099397b9f9f182b&jobListingId=1010117174963&vt=e&cb=1777930703675&ctt=1777942001932&srs=EMAIL_JOB_ALERT&gdir=1;;;
Southwest Airlines; Software Engineer (R-2026-67599); 95-127k; 5/4/26; Closed; 5/4/2026;; https://www.glassdoor.com/job-listing/software-engineer-southwest-airlines-JV_IC1139977_KO0,17_KE18,36.htm?jl=1010121267631&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos7-age3d-1010121267631&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jnqer4dgjn2o800-042c9624648e5202&cs=1_ae669fa7&s=224&t=JA&pos=107&ja=380629936&guid=0000019df47063f2a099397b9f9f182b&jobListingId=1010121267631&vt=e&cb=1777930703675&ctt=1777942014343&srs=EMAIL_JOB_ALERT&gdir=1;;; Rejection email received - Received in less than 10 minutes.  No way it was reviewed.
Nomad eCommerce; Full Stack Developer; 100-150k; 5/5/26;Open; 5/5/26;; https://jobright.ai/jobs/info/69f9ef23a3d34b4f76f62d75?utm_source=1121&imp_id=3673496432511879909__instant_push__1777989599845_5881&utm_medium=email;;;
Edgewater Federal Solutions, Inc.; AI Solutions Analyst; 92k; 5/5/26;Open; 5/5/26;; https://www.ziprecruiter.com/jobs/v2/eyJsaXN0aW5nX2tleSI6InJ4WWpnTE81TVNhZVE2S2cyQWhjRFEiLCJtYXRjaF9pZCI6IjAxOWRmNWNlLWVlODktNzE3MS05NzYyLTIyMjIzOWIwNDlkMCIsImJpZF90cmFja2luZ19kYXRhIjoiQUFGZ2d6Wk1Ia2IzdjVHZE5uUWxjNEF1RVhFV3BCQk12dEk0TVlDREpXZ0RRQ25EOC1JUGRDci1JYWpzX29yQ0pfbG56S1ROYUNCMnNGeFVjMjgiLCJzb3VyY2VfcGxhY2VtZW50X2lkIjozNzg1OH0=?tsid=111000275;;;
Public Building Authority (Knoxville); Information Systems Support Tech; 23.41/hr; 5/5/26;Open; 5/5/26;; https://www.ziprecruiter.com/jobseeker/home?lk=_UjOSleTrkg-UXNmFxheFg&mi=019df8e3-2e86-79b3-8401-762dbf112b37&btd=AAHjS0dfOOLT6UiEZnsLncS7NzqTAwi8GukatwbiNhdozOTiL6ereZVpAHhjCR_edf4bVo7ruhRvuHWKH3Y;;;
Kinaxis; Senior Software Developer, Scheduling; 102-150; 5/5/26; Rejected; 6/1/26;; https://jobright.ai/jobs/info/69f9650f0b36ff035475e5c9?utm_source=1121&imp_id=3673496432511879909__instant_push__1777954677408_2553&utm_medium=email;;; Rejection Received
Brandt Information Services; Senior Software Engineer Go Outdoors Payments; 95-110k; 5/5/26;Open; 5/5/26;; https://jobright.ai/jobs/info/69e639cef8fa2f3ec32a05da?utm_source=1121&imp_id=3673496432511879909__instant_push__1777949348725_2437&utm_medium=email;;;
Bold Penguin; Senior .NET Software Engineer; 100-147k; 5/5/26;Open; 5/5/26;; https://www.glassdoor.com/job-listing/senior-net-software-engineer-bold-penguin-JV_KO0,28_KE29,41.htm?jl=1010123152826&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos7-agept-1010123152826&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jnsd9uijgb35800-f1e7a4e9273a8a16&cs=1_b59983f5&s=224&t=JA&pos=107&ja=378462087&guid=0000019df883e20da5e18c9e73d52d60&jobListingId=1010123152826&vt=e&cb=1777996200820&ctt=1777996399648&srs=EMAIL_JOB_ALERT&gdir=1;;;
BAE Systems USA; Software Engineer (MES Systems) - Remote; 79-135k; 5/5/26; Rejected; 5/22/2026;; https://www.glassdoor.com/job-listing/software-engineer-mes-systems-remote-bae-systems-JV_IC1147911_KO0,36_KE37,48.htm?jl=1010117438424&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos8-age5d-1010117438424&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jnsd9uijgb35800-e677dbb3e0344758&cs=1_fa8200a0&s=224&t=JA&pos=108&ja=378462087&guid=0000019df883e20da5e18c9e73d52d60&jobListingId=1010117438424&vt=e&cb=1777996200820&ctt=1777996406531&srs=EMAIL_JOB_ALERT&gdir=1;;;
