Company;Position;Rate;ApplicationDate;Status;StausDate;Note;Link
Arrowhead Promotion & Fulfillment; Senior Backend Engineer; 135-165k; 4/7/26;Open; 4/7/26;; https://www.glassdoor.com/job-listing/senior-backend-engineer-arrowhead-promotion-fulfillment-JV_KO0,23_KE24,55.htm?jl=1010089789705&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos5-age3d-1010089789705&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlid8i3vm924809-140b35f1e91fd6f3&cs=1_5a053fa5&s=224&t=JA&pos=105&ja=380629936&guid=0000019d643dc9ab89caed51f38cdad9&jobListingId=1010089789705&vt=e&cb=1775513127358&ctt=1775569273422&srs=EMAIL_JOB_ALERT&gdir=1
Lumin Digital; Senior Software Implementation Engineer; 145-165k; 4/7/26;Open; 4/7/26;; https://www.glassdoor.com/job-listing/senior-software-implementation-engineer-lumin-digital-JV_KO0,39_KE40,53.htm?jl=1010088903954&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos7-age3d-1010088903954&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlid8i3vm924809-689158fd1dd31ef2&cs=1_d1c7fe55&s=224&t=JA&pos=107&ja=380629936&guid=0000019d643dc9ab89caed51f38cdad9&jobListingId=1010088903954&vt=e&cb=1775513127358&ctt=1775569281533&srs=EMAIL_JOB_ALERT&gdir=1
Teachstone Training; Senior Software Engineer (Measurement); 125-135k; 4/7/26; Rejected; 4/10/26;; https://www.glassdoor.com/job-listing/senior-software-engineer-measurement-teachstone-JV_KO0,36_KE37,47.htm?jl=1010090001904&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos13-age2d-1010090001904&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlid8i3vm924809-3b68a8f24d172baf&cs=1_68e5fba9&s=224&t=JA&pos=113&ja=380629936&guid=0000019d643dc9ab89caed51f38cdad9&jobListingId=1010090001904&vt=e&cb=1775513127359&ctt=1775569304230&srs=EMAIL_JOB_ALERT&gdir=1
One Call; Sr. Software Engineer; 120-192k; 4/7/26;Open; 4/7/26;; https://www.linkedin.com/jobs/view/4384600267/?trackingId=2e4GEXPguVgQXX1qyh6vTQ%3D%3D&refId=c7FO%2FYEnzilZWWpfaojHYg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=1QD994shQYysc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4384600267_ssid_14583149764_fmid_mw6pip~mnnq1v8s~7p&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4384600267_ssid_14583149764_fmid_mw6pip~mnnq1v8s~7p-null-mw6pip~mnnq1v8s~7p-null-null&eid=mw6pip-mnnq1v8s-7p&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUyYjE4ZWNjZDE0MTkwYWM4YzYzN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThkMGMyZDgwNmZjZGZjMDI5M2U5MmM2MTJlYmE0MTE2YTgzMmI4OTcxODNhN2Y4ZDgsMSwx
Eliassen Group; .NET Backend Engineer JN -032026-106153; ; 4/7/26;Open; 4/7/26;; https://www.dice.com/job-detail/062a8b2d-da74-45f6-92ea-e9191b87ef9d
Raas Infoteck LLC; Senior .NET Developer (Austin TX); ; 4/7/26;Open; 4/7/26;; https://www.dice.com/job-detail/0c61d353-1314-44bc-861e-46f1c8f4b97a
Tekpros Inc; Mainframe Developer; 45/hr+; 4/7/26;Open; 4/7/26;; https://www.indeed.com/viewjob?cmp=TEKPROS-INC&t=Developer&jk=6bd5ee516f738fed&q=c%23&xpse=SoBq67I3lydyf4ybd50LbzkdCdPP&xfps=38e2e894-c34a-4d39-b400-c2c2a8eca1b3&xkcb=SoC967M3lyaXTTyCj50LbzkdCdPP&vjs=3
Portless; Senior software Engineer; ; 4/7/26;Open; 4/7/26;; https://www.linkedin.com/jobs/view/4397782551/?trackingId=oJILwoa4fnbIZqQf9teE8Q%3D%3D&refId=KKlQ%2Fj1xV%2BzPKWDfK8FqnA%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=0Of8gzk_7Yzcc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4397782551_ssid_14583149772_fmid_mw6pip~mnoocg3s~96&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4397782551_ssid_14583149772_fmid_mw6pip~mnoocg3s~96-null-mw6pip~mnoocg3s~96-null-null&eid=mw6pip-mnoocg3s-96&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUyYjE4OWM3ZDc0MjkwYWQ4YTZiN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThjZGNlZGUwN2JmZTk5MDNiMzI2YzRlMTUyMTY4ZDZjMTAyMjkwZTIyODJhMzNlNzQsMSwx
Artech; Contract; ; 4/8/26;Open; 4/8/26;; https://www.artech.com/contact-us/
Cribl; Sr. Software Engineer, Search Federation; 175-210k; 4/8/26; Rejected; 5/31/26; Rejection Received; https://jobright.ai/jobs/info/69d5857ccdb525785fbd1868?utm_source=1121&imp_id=3673496432511879909__instant_push__1775601346090_1901&utm_medium=email
Clay; Technical Partnerships Engineer; ; 4/8/26; Rejected; 5/1/2026;; https://jobright.ai/jobs/info/69d57d20366bb95ba55458d0?utm_source=1121&imp_id=3673496432511879909__instant_push__1775601346090_1901&utm_medium=email
Cotiviti; Senior Integration Solutions Engineer; 122-155k; 4/8/26;Open; 4/8/26;; https://jobright.ai/jobs/info/69d57c32cdb525785fbd15ab?utm_source=1121&imp_id=3673496432511879909__instant_push__1775601346090_1901&utm_medium=email
HealthEdge; Software Developer; 115-132k; 4/8/26;Open; 4/8/26;; https://jobright.ai/jobs/info/69d56051891d7b11cfd0161c?utm_source=1121&imp_id=3673496432511879909__instant_push__1775606689652_8455&utm_medium=email
Gainwell Technologies; Sr. Web Developer (ASP.NET/C#); 75-95k; 4/8/26;Open; 4/8/26;; https://jobright.ai/jobs/info/69d58c00891d7b11cfd02d89?utm_source=1121&imp_id=3673496432511879909__instant_push__1775606689652_8455&utm_medium=email
Northrop Grumman; Principal Engineer Software/Senior Principal Engineer Software (Melbourne FL); 98-184k; 4/8/26;Open; 4/8/26;; https://www.glassdoor.com/job-listing/principal-engineer-software-senior-principal-engineer-software-northrop-grumman-JV_IC1154286_KO0,62_KE63,79.htm?jl=1010085147980&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos2-age6d-1010085147980&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1110586&jrtk=5-yul1-0-1jll6kga121js001-e7039da74509dc85---6NYlbfkN0CwZXc5kaVZcDIejlzrQt6xuDzFCT1LgXJr1Wz7yprErp63zeW0i6ZxRfdfcwhWFM8aktSdKa9Copw11gQCcRfsfj9uqaWJ8BUiO2q-3ofTb3vw4TAvFFkMZTAQqGHRf2Q8I-V9KnWY5eVBsDvoq1iH7kskYJYcH93rGmGg6NYc6GcoRSM9rZHHTTYmRDuaSTxPDrLLwpTLQlqpp0Lgj6XRi_MzVr0M2zfYcojp6_UlWFzfQVRGiHpSwawHBcVW9M-r5lP12HVdG3qqPL5_wJmOSXyk62ElI65u6_X8taT4t316Bk_RTk7PM7dz773-OHwMtHKyNEZXidQ5uXmr42UD2fOVVrHU1SA9elkq9ZX2-v0zyjYDfFeIqvm64Cpy7NVBH3NUzFNP-k52zdn_ySZ6tJOC7bPXV1AIc4jE2vXw9-SsiEGwdL4mwbuppvTUL42XK8iQrxG6-DGtMHhFV_tNULqHYn9KLKt9a1ZxtZFJMVMyiz0ZkkV9OUbugiK1x0rgCDEGMQKQ1V5u-vsA6u6jZ58D_LS1yFExEEAPvqfu2zdMI5hXaFoonblHKHcfOB4ajX3hRxN2DN5rAgSycbXZPnNRpGCQ0p0pMWKrEeYa7P2QECPvXobDQlyq1G11KDK4cM6XXsd7M1fnhZH_TanjMbI9S5HvfU1wDy3vqhlBgx8Vf7jIVKTlXVJPKD95aSh1HOfvsAl7ezv_1TBSb_M4_6HawC_WnaaScfXHMP7A12wd9I3jHxY-oJzMosEi0GoIRijpNTZSHr29cmyjOAm2BjAj2QJiOFAh4g0aTgzI-TBLh-IFZ7IMJrf4DkLbAdOpAco66R0uzmALZmPWmE4CYySPuxRK5nDrvbComAaooclTrSbBioeo1Ug4oiDG_MkRaQ-v1VPDyuPpkR3hq7z515nGiyGrjZwwh_4Nx0kjEmCj8BHi_gU1HKENcsKL-3IpySkZct8ls1tbe_asbu8P6b-ndOApOSuSdCN1Xw2GMD-kNgC-LDpWMHAJVVKwDNnh73Mxj17963HWvn_hzDIcIOpe8t7uZVuLap6J5l0WhtQQ6SsHLEgUP1U0j3qzP_RWd32fyEBRYDCsJcVRVW3-zTsG7pDynRBrL8X0jrBv8qo0vg2AHlh5dAwXuEaT4uxugj1k1gDq8G5bAupu6km1a-kR896nks65p6bizSlUgfpQ9VqRmLHuqgYDLrJARsc5gDcM32kk-TSSDvuiUGMSNzbrfKMR6HcZnyxGj8ZZy_FOxQJDgkHPj7Num0fiMB_i2k2K-lSoqCFubm46VX5GpICyh3hLb51ib3GDjzLpMR7pn98qV3q9CTg8gV749Zb9W4N_zyGVm_PHZgLo6ne8-Avxpa-5wmruW8QqHC8H0cw-BR6tskzV4JWCpBepmA2AFypvqBCGgwohx9odY78ajCvSGjZmdRIIx00zbeecT8EPLZy1STQnNqFkHOQXq9FFTIEaJ_yc6zkCsEYlXyo3alQdO01zVRSYcGzN0XAslsEFRDTVIpSuYawHgj_X1WGn8ADA5JEPjp1FOLNCLfJ78r74C66YNCDTK5nJruCwJvXjCh1ZHcyZMmcIyYm67zFaAD12fPY2jsT1K2Xp5qW7_qwNv1QWK2aWb_XlrnD3Hg%3D%3D&cs=1_a4655104&s=224&t=JA&pos=102&cpc=451933188B21919D&ja=402221199&guid=0000019d69d1f2a2864c312528c9b3d6&jobListingId=1010085147980&vt=e&cb=1775606841976&ctt=1775669734416&srs=EMAIL_JOB_ALERT&gdir=1
Vyne; Staff Software Engineer; ; 4/8/26; Rejected; 5/1/2026;; https://jobright.ai/jobs/info/69d5d71acfdc6132f9466658?utm_source=1121&imp_id=3673496432511879909__instant_push__1775622653409_4124&utm_medium=email
Vyne; Staff Software Engineer in Test; ; 4/8/26; Rejected; 5/1/2026;; https://jobright.ai/jobs/info/69d5d71acfdc6132f9466658?utm_source=1121&imp_id=3673496432511879909__instant_push__1775622653409_4124&utm_medium=email
Vyne; Senior Software Engineer; ; 4/8/26;Open; 4/8/26;; https://jobright.ai/jobs/info/69d5d71acfdc6132f9466658?utm_source=1121&imp_id=3673496432511879909__instant_push__1775622653409_4124&utm_medium=email
Vyne; Senior Software Engineer in Test; ; 4/8/26;Open; 4/8/26;; https://jobright.ai/jobs/info/69d5d71acfdc6132f9466658?utm_source=1121&imp_id=3673496432511879909__instant_push__1775622653409_4124&utm_medium=email
KeyLogic; HYBRID Software Engineer; 79-113k; 4/8/26; Rejected; 4/10/26; Received message at Indeed.com requesting that I go to this url:  https://phg.tbe.taleo.net/phg02/ats/careers/v2/viewRequisition?org=KEYLOGIC&cws=37&rid=2718 and apply directly there; https://www.glassdoor.com/job-listing/hybrid-software-engineer-keylogic-systems-JV_IC1144404_KO0,24_KE25,41.htm?jl=1010092818723&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos3-agept-1010092818723&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlmj204gj71o803-28f2b4ccd62b0816&cs=1_5c30b32b&s=224&t=JA&pos=103&ja=395961090&guid=0000019d6d0a07cdb1697c8aa6afa753&jobListingId=1010092818723&ea=1&vt=e&cb=1775653422369&ctt=1775669482261&srs=EMAIL_JOB_ALERT&gdir=1
U-Haul; Software Developer; 60-90k; 4/8/26; Rejected; 4/10/26;; https://www.glassdoor.com/job-listing/software-developer-u-haul-JV_KO0,18_KE19,25.htm?jl=1010093465640&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos6-agept-1010093465640&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlmpvlgqkgr1800-15443da2e755bd82&cs=1_ada31654&s=224&t=JA&pos=106&ja=378462087&guid=0000019d6d786c8f81a695ef3bfac319&jobListingId=1010093465640&vt=e&cb=1775660685158&ctt=1775669370513&srs=EMAIL_JOB_ALERT&gdir=1
Greenway Health; Associate Software Engineer; ; 4/826;Open; 4/826;; https://www.glassdoor.com/job-listing/associate-software-engineer-greenway-health-JV_KO0,27_KE28,43.htm?jl=1010091538268&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos5-age1d-1010091538268&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jlmpvlgqkgr1800-6095e7629fd96c57&cs=1_60e29e5a&s=224&t=JA&pos=105&ja=378462087&guid=0000019d6d786c8f81a695ef3bfac319&jobListingId=1010091538268&ea=1&vt=e&cb=1775660685160&ctt=1775669366663&srs=EMAIL_JOB_ALERT&gdir=1
Precision System Design; Senior .NET Developer {AWS}; ; 4/8/26;Open; 4/8/26;; https://www.glassdoor.com/job-listing/senior-net-developer-aws-precision-systems-JV_KO0,24_KE25,42.htm?jl=1010094167659&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos1-agejp-1010094167659&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1110586&jrtk=5-yul1-0-1jlmqqtq5kgrv800-6730eb0295d410ed---6NYlbfkN0Clz_FvDW05OYcXZEfdSgGAs4NrBEY9FTKhI-t1tfWo-4dIRMgprg_R3PskW9hjV73lnW0v4FOTilR-oAlXj93L4w2s6A-t6-7YQ1ctZoZdY_0v315BI8E5jYa6m5jS2iTPq2NydG9wYtGVT03WAeIkPV2XQUIF0hMfqbd7agJzyrXsTlrX4L5ojEfM_SLjOHr5lZNEl0_2eTUz113UqZI6do8Og6BWwNYm-gkkYbtaO_wErottQVRaVruT1WPcjn725dWC5vDHMCII86WTPdwy4gjpo-5DdaKLA3fTf5A-AvLWSCo47guvtL6OvBUdvMEZL5fYqS_eZiKUKm-Xc9UTAsKRP-dR-xGOvgdQRbRDGN5sPZHIdTDcJsHI0vQTBYkzi8yXqBdgiCG74CRQUFkvcyn4LAW97mGSSnWNnjcScir5csYEwjimF8Ik0gMSo2tHDmEPaD9aUd0GqNjpg-c_YFCvl1dpRIt6jif4uQrVI1VjtEKoDLItzRbIroyFApwFUlz6hl9KN8mXXQtTWADioSp3P6CN9Egx5pUi9G4VX4vwqDqo9XjViccEznwBaIMex_3QgIvByf9aX4-Nxc_c1iYPMFO4yuN6_4hZaSOseonMBPK7ZKLwUQXbJ7lrFTRtnJqZ2tf2AO2WA6MUrRh7DEwT8KgzyMciD7u5lRSB2Ys64nJF47H08FM07nKm_jUDR29wjZjc7RNXdZ_Zim13l1oW0aRNEAaV7UpxA7FsJpL2269rLJK4nf_T0FFSJbyoFj9tYLLeRubTpGhYFYQT4BtnqrZ_pj96hTD-jk3wQNQZH4Ue_GUU&cs=1_7ad94953&s=224&t=JA&pos=101&cpc=723ADC3DFE402989&ja=399775333&guid=0000019d6d787ce9860300cf6035c2db&jobListingId=1010094167659&ea=1&vt=e&cb=1775661578430&ctt=1775669295844&srs=EMAIL_JOB_ALERT&gdir=1
ORNL; Full Stack Software Developer II; ; 4/8/26;Open; 4/8/26;; https://www.linkedin.com/jobs/view/4386741365/?trackingId=kdtH%2BEr9zNGciAlxDT6XAQ%3D%3D&refId=9dqUTRJEYUzB2p18rkLT0A%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3rndH1nkspAYc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4386741365_ssid_14999231100_fmid_mw6pip~mnq82m28~8x&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4386741365_ssid_14999231100_fmid_mw6pip~mnq82m28~8x-null-mw6pip~mnq82m28~8x-null-null&eid=mw6pip-mnq82m28-8x&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUyYjI4OWNkZDU0ODkxYTY4YzZiN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThiMmRlYzg2N2FmZmZiNTM2MjAxNzg1YWFhMzE0YTU5NjM5ZDU2MDE2ZjI1MmYxMjgsMSwx
Sprezzatura; Developer; ; 4/8/26;Open; 4/8/26;; https://jobright.ai/jobs/info/69bb87a806c1ba00c54dfe43?utm_source=1121&imp_id=3673496432511879909__instant_push__1775664285133_5798&utm_medium=email
Ensora Health; Software Engineer, .NET/C# (AI-Augmented Development); ; 4/8/26; Rejected; 5/1/2026;; https://jobright.ai/jobs/info/69d5f9cb366bb95ba554a725?utm_source=1121&imp_id=3673496432511879909__instant_push__1775664285133_5798&utm_medium=email
Pageflex; Senior Software Developer; 110-145k; 4/7/26;Open; 4/7/26;; https://www.ziprecruiter.com/jobs/a/b?lk=RaznEAVxTE_sUhhSzWRNvA&tsid=111000153
